Latitude,Longitude,Precision,Site,District,State,Year,Field,Dated,Investigator,Institute,Notes,Reference
21.468982,70.370291,3,Charchanes,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Kharapiaparnes,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Malsaram,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Dhrosan,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Khadakli,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Ramlechi,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Jardeshwar,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Renawara,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Devkapatna,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Simoni,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Jilada,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Hirneshwar,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Bhutda,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Tumada,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
21.468982,70.370291,3,Vachhoda,Sorath,Gujarat,1957,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 17-19
19.2096557,72.811429,3,Khandivli,Kolaba,Maharashtra,1957,Exploration,Paleolithic,Survey,Survey,notes lithics; industries to correspond ancient sea-level; previous work by Todd,IAR 1958: 20
18.186066,76.041941,3,Atter,Osmanabad,Maharashtra,1957,Excavation,NBPW,State,Bombay State,"notes proximity to Terna; pottery, coins, iron, lithics; collected charred rice, wheat and pulses and terracottas",IAR 1958: 23
20.90422,74.774898,3,Kirvada,Dhule,Maharashtra,1957,Exploration,Paleolithic,Survey,Survey,notes lithics,IAR 1958: 24
21.064441,74.200323,3,Bhondgaon,Dhule,Maharashtra,1957,Exploration,Paleolithic,Survey,Survey,notes lithics,IAR 1958: 24
20.90422,74.774898,3,Amoda,Dhule,Maharashtra,1957,Exploration,Paleolithic,Survey,Survey,notes lithics,IAR 1958: 24
20.992605,74.314074,3,Sakri,Dhule,Maharashtra,1957,Exploration,Paleolithic,Survey,Survey,notes lithics,IAR 1958: 24
21.259152,74.953263,3,Thalner,Dhule,Maharashtra,1957,Exploration,Paleolithic,Survey,Survey,notes lithics,IAR 1958: 24
21.460624,74.587335,3,Kothali,Dhule,Maharashtra,1957,Exploration,Paleolithic,Survey,Survey,notes lithics,IAR 1958: 24
21.226256,74.982976,3,Manjrod,Dhule,Maharashtra,1957,Exploration,Paleolithic,Survey,Survey,notes lithics,IAR 1958: 24
20.90422,74.774898,3,Chorgapn,Dhule,Maharashtra,1957,Exploration,Paleolithic,Survey,Survey,notes lithics,IAR 1958: 24
21.349598,74.879713,3,Shjipur,Dhule,Maharashtra,1957,Exploration,Paleolithic,Survey,Survey,notes lithics,IAR 1958: 24
20.90422,74.774898,3,Mudavad,Dhule,Maharashtra,1957,Exploration,Paleolithic,Survey,Survey,notes lithics,IAR 1958: 24
21.021299,75.520299,3,Yadhoda,Dhule,Maharashtra,1957,Exploration,Paleolithic,Survey,Survey,notes lithics,IAR 1958: 24
20.90422,74.774898,3,Vadhbda,Dhule,Maharashtra,1957,Exploration,Paleolithic,Survey,Survey,notes lithics,IAR 1958: 24
20.90422,74.774898,3,Dhamdai,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Patharai,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Nijhar,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Grhuh,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Palasi,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.937599,74.018652,5,Shinda,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.467037,74.975612,5,Khodasgaon,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Sarvala,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Devhala,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Shelu,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Rakasvada,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Kathoda,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Pimplod,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Nalvak Khurd,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Karanjakupa,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.905825,74.782896,3,Patonda,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Pimplod (Shinda),Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Loy,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Takli Pada,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Ujnbar Pada,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Dhulod,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
21.276753,74.701516,3,Varul,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Shahada,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Kolda,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Dahidula Budruk,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Dahidula Khurd,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Lonkhed,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
21.391355,74.716149,3,Anturli,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Veka,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Nalayak,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90403,74.460623,3,Budruk,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.94601,74.141922,3,Chikse,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Hagri Pada,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Chinchoda,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Kolda,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
21.223408,74.689809,3,Hatnur,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
21.229424,74.969828,3,Bhortek,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
20.90422,74.774898,3,Dliadne,Dhule,Maharashtra,1957,Exploration,Microlithic,Survey,Survey,notes lithics and pottery,IAR 1958: 24
28.528824,77.180868,3,Lal-kot,Delhi,Delhi,1957,Excavation,Medieval,Survey,Survey,"notes previous work by Cunningham; built by Anangapala II in Tomara dynasty; pottery, stonework by Rajputs, brickwork by Muslims. Two cultural phases: pre-Muslim is based on coin dated to Rajput bull-and-horseman on surface",IAR 1958: 24-25
28.519233,77.193087,3,Qila Rai Pithora,Delhi,Delhi,1957,Excavation,Medieval,Survey,Survey,"trench made across ramparts; showed two types of construction; pottery, structures, oven and floors exposed",IAR 1958: 24-25
23.838099,79.442173,3,Bariarpur,Damoh,Madhya Pradesh,1957,Exploration,Stone Age,Survey,Survey,"collected bifacial tools of Madras handaxe culture; rounded quartzite pebbles on Ken off Panna; ""gradual typological evolution"" (p.26). Review ""problem of diffusion and mutual impact of Sohan and Madras cultures in central and upper India""",IAR 1958: 26
23.838099,79.442173,3,Kohari,Damoh,Madhya Pradesh,1957,Exploration,Stone Age,Survey,Survey,Basal-cemented gravel-bed; flake-point-scraper industry,IAR 1958: 26
24.187835,79.464763,3,Ramnagar,Damoh,Madhya Pradesh,1957,Exploration,Stone Age,Survey,Survey,Basal-cemented gravel-bed; flake-point-scraper industry,IAR 1958: 26
23.838099,79.442173,3,Chorhat,Damoh,Madhya Pradesh,1957,Exploration,Stone Age,Survey,Survey,"Backed blades, points, prismatic cores",IAR 1958: 26
23.838099,79.442173,3,Deoland Bridge,Damoh,Madhya Pradesh,1957,Exploration,Stone Age,Survey,Survey,"Backed blades, points, prismatic cores",IAR 1958: 26
24.537293,81.30418,3,Govindgarh Tank,Rewa,Madhya Pradesh,1957,Exploration,Stone Age,Survey,Survey,Microlithic sites at Chachai Falls,IAR 1958: 26
24.85339,80.525786,3,Pahari-Khera,Panna,Madhya Pradesh,1957,Exploration,Stone Age,Survey,Survey,Microlithic sites at Jamunai hills,IAR 1958: 26
23.838099,79.442173,3,Kojkheri,Damoh,Madhya Pradesh,1957,Exploration,Stone Age,Survey,Survey,"On affluent of Ken; bifacial handaxe, no pebble tools or Sohan; chert and jasper flint-point-scraper",IAR 1958: 26
24.134541,79.543484,3,Harat,Damoh,Madhya Pradesh,1957,Exploration,Stone Age,Survey,Survey,"On affluent of Ken; bifacial handaxe, no pebble tools or Sohan; chert and jasper flint-point-scraper",IAR 1958: 26
23.502494,77.134135,3,Pilukheri,Rajgarh,Madhya Pradesh,1957,Exploration,Stone Age,Survey,Survey,On Parvati River; Madras handaxe culture,IAR 1958: 26
23.633333,77.1,3,Kotada,Rajgarh,Madhya Pradesh,1957,Exploration,Stone Age,Survey,Survey,On Parvati River; Madras handaxe culture,IAR 1958: 26
23.162949,76.565271,5,Ashta,Shajapur,Madhya Pradesh,1957,Exploration,Stone Age,Survey,Survey,On Parvati River; Madras handaxe culture,IAR 1958: 26
24.076836,75.069295,3,Mori,Mandasor,Madhya Pradesh,1957,Exploration,Paleolithic,State,Madhya Pradesh State,"Notes completion of dam on Chambal; 266 sq miles to be sumberged, so investigation ""to ensure that no valuable archaeological relics are lost"";  handaxes, cleavers, disoids; thirty rockshelters; red ochre paintings of animals, dancing human figures and pastoral scenes, like ""Series III-IV of DH Gordon"".",IAR 1958: 26
24.076836,75.069295,3,Chibbarnala,Mandasor,Madhya Pradesh,1957,Exploration,Paleolithic,State,Madhya Pradesh State,"Notes paintings of different periods based on style - superimposed layers; animals, hunting scences; also microliths, agate and chalcedony; includes map and line drawings",IAR 1958: 26-28
24.076836,75.069295,3,Sitakhardi,Mandasor,Madhya Pradesh,1957,Exploration,Paleolithic,State,Madhya Pradesh State,Notes geometrical designs,IAR 1958: 26
24.076836,75.069295,3,Deopur,Mandasor,Madhya Pradesh,1957,Exploration,Microlithic,State,Madhya Pradesh State,Notes two sites and black-on-red painted pottery and microliths,IAR 1958: 28
24.208862,75.408251,3,Awra,Mandasor,Madhya Pradesh,1957,Exploration,Microlithic,State,Madhya Pradesh State,"Notes potsherds - black-on-red ware, microliths",IAR 1958: 28
24.076836,75.069295,3,Pasewa,Mandasor,Madhya Pradesh,1957,Excavation,Microlithic,State,Madhya Pradesh State,"Notes network of brick walls, pottery; folded glass beads, terracotta bulls, figurines",IAR 1958: 28-30
21.833524,75.614989,3,Navdatoli,Khargone,Madhya Pradesh,1957,Excavation,Chalcolithic,University,Deccan College,"Horizontal excavation on Mound 4; measured 800ft n-s and 600ft e-w; close houses=nucleated settlement; round, oblong, square houses; pottery; microliths; beads; metal axes, bangles, fish-hooks, nail parers, chisels, pins of copper and bronze; stone rings, mace-heads, saddle querns, rubbers, hammer stones, axe; evidence of agriculture - charred grains; hearth;  compares pottery to Cemetery B (Sialk, Iran) to date Navdatoli 1200-700 BC","IAR 1958: 30-31, 33, 35"
23.179301,75.78491,3,Ujjain,Ujjain,Madhya Pradesh,1957,Excavation,Iron Age,Survey,Survey,"On Garh Kalika Mound; 245ft broad rampart; mud house; iron speararrowheads, knives; terracotta beads, bone styluses; pottery; compares to Ahichchhatra & Kausambi; cattle slaughter; Muslim coins; includes plates","IAR 1958: 32, 34; 36"
12.683995,79.983348,3,Kunnattur,Chingleput,Tamil Nadu,1957,Excavation,Megalithic,Survey,Survey,"Cairns; pottery; sarcophagus; beads - glass, quartz, paste, carnelian; copper coins; also medieval",IAR 1957: 37-38
11.172059,76.972947,3,Virapandi,Coimbatore,Tamil Nadu,1957,Exploration,Megalithic,Survey,Survey,cairns; pottery; stone implements,IAR 1958: 38
11.151008,76.935498,3,Gudalur,Coimbatore,Tamil Nadu,1957,Exploration,Megalithic,Survey,Survey,cairns; pottery; stone implements,IAR 1958: 38
11.206863,76.965654,3,Billichi,Coimbatore,Tamil Nadu,1957,Exploration,Megalithic,Survey,Survey,cairns; pottery; stone implements,IAR 1958: 38
11.163178,76.991667,3,Vellamadai,Coimbatore,Tamil Nadu,1957,Exploration,Megalithic,Survey,Survey,cairns; pottery; stone implements,IAR 1958: 38
11.086146,77.036297,3,Kalapatti,Coimbatore,Tamil Nadu,1957,Exploration,Megalithic,Survey,Survey,cairns; pottery; stone implements,IAR 1958: 38
11.151008,76.935498,3,Periyanayakanpalayam,Coimbatore,Tamil Nadu,1957,Exploration,Megalithic,Survey,Survey,cairns; pottery; stone implements,IAR 1958: 38
11.016845,76.955832,3,Nattamedu,Coimbatore,Tamil Nadu,1957,Exploration,Megalithic,Survey,Survey,cairns; pottery; stone implements,IAR 1958: 38
11.016845,76.955832,3,Ottakalmantapan,Coimbatore,Tamil Nadu,1957,Exploration,Megalithic,Survey,Survey,cairns; pottery; stone implements,IAR 1958: 38
11.136064,77.006812,5,Sircarsamakkulam,Coimbatore,Tamil Nadu,1957,Exploration,Megalithic,Survey,Survey,cairns; pottery; stone implements,IAR 1958: 38
9.925201,78.119775,3,Kollanpatrai,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.925201,78.119775,3,Karuvelampatti,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.925201,78.119775,3,Thathanodaimedu,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.925201,78.119775,3,Nagamalai Pudukkottai,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.781041,78.187792,3,Sengulam,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.925201,78.119775,3,Vedar Puliangulam,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.924669,78.036619,5,Melakuyilkudi,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.903551,78.096941,3,Palanganattam,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.964581,78.06662,3,Paravai,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.977276,78.038088,3,Samayanallur,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.947614,78.090865,3,Vilangudi,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.98651,78.008836,3,Tenur,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.985126,78.084448,3,Podumbu,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.967846,78.100134,3,Sikandar Chavadi,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.925201,78.119775,3,Karuppannaswamikoilmedu,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.925201,78.119775,3,Rishaban Tidal,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.802384,77.958874,3,Alampatti,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.943139,78.080882,3,Kochchadai,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.925201,78.119775,3,Playanattam,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.925201,78.119775,3,Samattivaram,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.927184,78.009192,3,Vadapalanji,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
9.88279,78.119382,3,Avaniapuram,Madurai,Tamil Nadu,1957,Exploration,Microlithic,Survey,Survey,"pottery, urn burials",IAR 1958: 38
16.830171,75.710031,3,Indihalla,Bijapur,Karnataka,1957,Exploration,Chalcolithic,Survey,Survey,pottery; neolithic tools,IAR 1958:39
16.830171,75.710031,3,Doddahalla,Bijapur,Karnataka,1957,Exploration,Chalcolithic,Survey,Survey,pottery; neolithic tools,IAR 1958:39
16.830171,75.710031,3,Navilehalla,Bijapur,Karnataka,1957,Exploration,Chalcolithic,Survey,Survey,pottery; neolithic tools,IAR 1958:39
16.830171,75.710031,3,Dulakheda,Bijapur,Karnataka,1957,Exploration,Chalcolithic,Survey,Survey,pottery; neolithic tools,IAR 1958:39
17.204131,75.998569,3,Ingalgi,Bijapur,Karnataka,1957,Exploration,Chalcolithic,Survey,Survey,pottery; neolithic tools,IAR 1958:39
17.273265,75.673173,3,Jirankalgi,Bijapur,Karnataka,1957,Exploration,Chalcolithic,Survey,Survey,pottery; neolithic tools,IAR 1958:39
16.830171,75.710031,3,Indihalla,Bijapur,Karnataka,1957,Exploration,Chalcolithic,Survey,Survey,pottery; neolithic tools,IAR 1958:39
16.830171,75.710031,3,Gugihal,Bijapur,Karnataka,1957,Exploration,Chalcolithic,Survey,Survey,pottery; neolithic tools,IAR 1958:39
16.830171,75.710031,3,Kenginal,Bijapur,Karnataka,1957,Exploration,Chalcolithic,Survey,Survey,pottery; neolithic tools,IAR 1958:39
